"outcome","pleiotropy","IV_strength","effect","overlap","r2","number_of_SNPs","xQTL_from_one_sample","Multivariable","Multivariable_tdist","MultivariableLD","MultivariableLD_tdist","IVW_Cauchy_cauchy","IVW_tdist_Cauchy_cauchy","IVW_HMP","IVW_tdist_HMP","IVW_Modality1","IVW_tdist_Modality1","IVW_Modality2","IVW_tdist_Modality2","IVW_Modality3","IVW_tdist_Modality3","IVW_MinP","IVW_tdist_MinP","IVW_Fisher_chisq","IVW_tdist_Fisher_chisq","WGLR_Cauchy_cauchy","WGLR_tdist_Cauchy_cauchy","WGLR_HMP","WGLR_tdist_HMP","WGLR_Modality1","WGLR_tdist_Modality1","WGLR_Modality2","WGLR_tdist_Modality2","WGLR_Modality3","WGLR_tdist_Modality3","WGLR_MinP","WGLR_tdist_MinP","WGLR_Fisher_chisq","WGLR_tdist_Fisher_chisq","WGLR_Fisher_gamma","WGLR_tdist_Fisher_gamma","GSMR_Cauchy_cauchy","GSMR_HMP","GSMR_Modality1","GSMR_Modality2","GSMR_Modality3","GSMR_MinP","GSMR_Fisher_chisq","SMR_allSNPs_Cauchy_cauchy","SMR_allSNPs_HMP","SMR_allSNPs_MinP","SMR_allSNPs_Fisher_chisq","SMR_singleSNP_Cauchy_cauchy","SMR_singleSNP_HMP","SMR_Modality1","SMR_Modality2","SMR_Modality3","SMR_singleSNP_Fisher_chisq","Multivariable_beta1_mean","Multivariable_beta2_mean","Multivariable_beta3_mean","MultivariableLD_beta1_mean","MultivariableLD_beta2_mean","MultivariableLD_beta3_mean","IVW_beta1_mean","IVW_beta2_mean","IVW_beta3_mean","WGLR_beta1_mean","WGLR_beta2_mean","WGLR_beta3_mean","OLS_beta1_mean","OLS_beta2_mean","OLS_beta3_mean","F_1_mean","R2_1_mean","F_2_mean","R2_2_mean","F_3_mean","R2_3_mean","Multivariable_beta1_sd","Multivariable_beta2_sd","Multivariable_beta3_sd","MultivariableLD_beta1_sd","MultivariableLD_beta2_sd","MultivariableLD_beta3_sd","IVW_beta1_sd","IVW_beta2_sd","IVW_beta3_sd","WGLR_beta1_sd","WGLR_beta2_sd","WGLR_beta3_sd","OLS_beta1_sd","OLS_beta2_sd","OLS_beta3_sd","F_1_sd","R2_1_sd","F_2_sd","R2_2_sd","F_3_sd","R2_3_sd"
"continuous","horizontal",2,0.1,0,0,20,TRUE,0.0536,0.0241,0.0536,0.0241,0.0547,0.0303,0.0503,0.0273,0.053,0.0402,0.0458,0.0332,0.0558,0.0413,0.1362,0.1031,0.0694,0.0492,0.0547,0.0303,0.0503,0.0273,0.053,0.0402,0.0458,0.0332,0.0558,0.0413,0.1362,0.1031,0.0694,0.0492,0.0497,0.0321,0.0401,0.0354,0.0509,0.0495,0.0495,0.1212,0.0612,0,0,0.0275,0,3e-04,2e-04,5e-04,8e-04,1e-04,0.0023,0.0613292257661059,0.0213145442737356,0.0588766203213011,0.0613292257661059,0.0213145442737356,0.0588766203213011,0.0526836221634975,-0.000936060654815926,0.0673222472626801,0.0526836221634975,-0.000936060654815925,0.0673222472626801,0.483977009161513,-0.392038230625477,-0.387813544082642,2.0489276790034,0.0783465901490695,1.52964888876077,0.0597160167906009,1.53509128696352,0.0599290799520673,0.214411500358064,0.262452868769138,0.213384325733554,0.214411500358064,0.262452868769138,0.213384325733554,0.15756032329967,0.184308058120537,0.184142125627218,0.15756032329967,0.184308058120537,0.184142125627218,0.0361728438694792,0.0386616866252345,0.038931003333481,0.58504955661469,0.02052431189106,0.471059236944832,0.0172151043417366,0.461876361163622,0.0168802615738307
"binary_use_control_in_xQTL","horizontal",2,0.1,0,0,20,TRUE,0.0384,0.0176,0.0384,0.0176,0.0404,0.0212,0.0363,0.0193,0.0437,0.0315,0.0422,0.0293,0.0432,0.0306,0.1148,0.0824,0.053,0.0352,0.0404,0.0212,0.0363,0.0193,0.0437,0.0315,0.0422,0.0293,0.0432,0.0306,0.1148,0.0824,0.053,0.0352,0.0352,0.023,0.0243,0.0208,0.035,0.0318,0.0318,0.0874,0.0411,0,0,0.0128,0,0,0,0,1e-04,1e-04,9e-04,0.0415367582847871,0.00642663460293997,0.0474698128962505,0.0415367582847871,0.00642663460293997,0.0474698128962505,0.0324039037756276,-0.000688419579619988,0.0415239559144574,0.0324039037756276,-0.000688419579619988,0.0415239559144574,0,0,0,1.54458632811549,0.11766251184814,1.28124742954312,0.0996997300220069,1.28285143248015,0.0997972059877549,0.244309477939208,0.287061038106249,0.239498163598714,0.244309477939208,0.287061038106249,0.239498163598714,0.191779025211594,0.212740861962559,0.209605752150615,0.191779025211594,0.212740861962559,0.209605752150615,0,0,0,0.484600047568886,0.0322625908645367,0.415215349915541,0.0288067681548434,0.418950104971427,0.0290337862517475
"binary_use_all_in_xQTL","horizontal",2,0.1,0,0,20,TRUE,0.0426,0.0179,0.0426,0.0179,0.0441,0.0244,0.0401,0.0215,0.0436,0.0319,0.0401,0.0285,0.0431,0.0313,0.1121,0.0833,0.0568,0.0394,0.0441,0.0244,0.0401,0.0215,0.0436,0.0319,0.0401,0.0285,0.0431,0.0313,0.1121,0.0833,0.0568,0.0394,0.0402,0.0261,0.0315,0.0276,0.0399,0.0347,0.0347,0.0948,0.0477,0,0,0.0222,0,1e-04,0,6e-04,5e-04,1e-04,0.0013,0.062827187022071,0.0219336088320651,0.0557870868480714,0.062827187022071,0.0219336088320651,0.0557870868480714,0.0495644497686091,-0.00423869597246569,0.0631129000912889,0.0495644497686091,-0.0042386959724657,0.0631129000912889,0.10453779998783,-0.085553546850286,-0.084734254748519,2.02524961330158,0.0775206663001105,1.51026667791656,0.0590100579630613,1.49831916465429,0.058567756423209,0.312726178432507,0.383626378994676,0.311178243201465,0.312726178432507,0.383626378994676,0.311178243201465,0.228430645853836,0.267267753259945,0.267344113519847,0.228430645853836,0.267267753259945,0.267344113519847,0.013424135511978,0.014306874453635,0.0140917879088708,0.575578568577729,0.020219949386134,0.463218291377873,0.0169645837492939,0.46383014474846,0.0169716998183689
"continuous","vertical",2,0.1,0,0,20,TRUE,0.0573,0.0266,0.0573,0.0266,0.0727,0.052,0.0616,0.044,0.0709,0.0496,0.0722,0.0551,0.069,0.0504,0.1118,0.0807,0.1486,0.1294,0.0727,0.052,0.0616,0.044,0.0709,0.0496,0.0722,0.0551,0.069,0.0504,0.1118,0.0807,0.1486,0.1294,0.0739,0.0547,0.0667,0.0569,0.0631,0.0642,0.0642,0.1032,0.1493,0,0,0.0332,0,3e-04,3e-04,6e-04,9e-04,0.0011,0.0081,-0.0396466095677306,0.00152506331334031,0.0420258664658351,-0.0396466095677306,0.00152506331334031,0.0420258664658351,-0.100680886953351,-0.0572901218648331,0.0577581284704267,-0.100680886953351,-0.0572901218648331,0.0577581284704267,-0.584795240181691,-0.242383478197733,0.0999050150729102,2.0489276790034,0.0783465901490695,2.39938816758779,0.0905134728763813,2.40144579652386,0.0905888333203995,0.713133374783112,0.620586921562799,0.367718891413669,0.713133374783113,0.620586921562799,0.367718891413669,0.202784298097728,0.107734188612143,0.106569193876993,0.202784298097728,0.107734188612143,0.106569193876993,0.0480985616119465,0.0294949752440552,0.0310476894271146,0.58504955661469,0.02052431189106,0.64961453073218,0.0222034036870306,0.647145805090075,0.0221111775807818
"binary_use_control_in_xQTL","vertical",2,0.1,0,0,20,TRUE,0.0434,0.0183,0.0434,0.0183,0.052,0.0362,0.0454,0.029,0.0478,0.0352,0.0473,0.036,0.0477,0.0352,0.0836,0.0629,0.1059,0.0891,0.052,0.0362,0.0454,0.029,0.0478,0.0352,0.0473,0.036,0.0477,0.0352,0.0836,0.0629,0.1059,0.0891,0.0506,0.0362,0.0418,0.0346,0.0387,0.0406,0.0406,0.0716,0.1002,0,0,0.0142,0,3e-04,1e-04,3e-04,6e-04,5e-04,0.0041,-0.0227462813168287,-0.00442045358075969,0.0187792947598861,-0.0227462813168287,-0.00442045358075969,0.0187792947598861,-0.0554969623287097,-0.0320872191935046,0.0315006600524035,-0.0554969623287097,-0.0320872191935046,0.0315006600524035,0,0,0,1.54179147425881,0.117466782909172,1.70520609706315,0.128281126894457,1.70194069287029,0.128052407345843,0.59828326930154,0.507365814669168,0.301866702452007,0.59828326930154,0.507365814669168,0.301866702452007,0.192761166941904,0.103082951690557,0.10230333685715,0.192761166941904,0.103082951690557,0.10230333685715,0,0,0,0.485595969280662,0.0323567108116759,0.521536507424555,0.0338818626799654,0.523904434399645,0.0340382344199846
"binary_use_all_in_xQTL","vertical",2,0.1,0,0,20,TRUE,0.0451,0.0216,0.0451,0.0216,0.0561,0.0398,0.0479,0.0319,0.0525,0.0388,0.0553,0.0402,0.0531,0.0379,0.0878,0.0652,0.1195,0.1041,0.0561,0.0398,0.0479,0.0319,0.0525,0.0388,0.0553,0.0402,0.0531,0.0379,0.0878,0.0652,0.1195,0.1041,0.0552,0.0409,0.0509,0.0423,0.0474,0.0493,0.0493,0.0811,0.121,0,0,0.0282,0,4e-04,2e-04,7e-04,7e-04,9e-04,0.0076,-0.0319972670218312,-0.00616856781809923,0.0255771224611258,-0.0319972670218312,-0.00616856781809924,0.0255771224611258,-0.0811520737952306,-0.0457513817849632,0.0454010579721019,-0.0811520737952306,-0.0457513817849632,0.0454010579721019,-0.110915454616328,-0.0467736266174274,0.0196403504314939,2.03891222389421,0.0780188879842923,2.39259298579133,0.0902992809210575,2.40750403910462,0.0907946949056489,0.818215950581693,0.710821028455019,0.41931919393382,0.818215950581693,0.710821028455019,0.41931919393382,0.223348754431109,0.118961519784749,0.120057958554244,0.223348754431109,0.118961519784749,0.120057958554244,0.0129680885816266,0.00816101891357659,0.00884739738326031,0.566806361941903,0.0199237165817928,0.637109920355933,0.0217944406246421,0.649531101381527,0.0221586347632179
"continuous","horizontal",0.5,0,0.5,0,20,TRUE,0.1414,0.0788,0.1414,0.0788,0.2205,0.1666,0.2041,0.1435,0.1694,0.137,0.1761,0.1434,0.1767,0.1431,0.3454,0.2905,0.2937,0.2506,0.2205,0.1666,0.2041,0.1435,0.1694,0.137,0.1761,0.1434,0.1767,0.1431,0.3454,0.2905,0.2937,0.2506,0.2354,0.1894,0.1463,0.1247,0.1261,0.1305,0.1305,0.2661,0.241,0,0,0.0143,0,0,0,2e-04,4e-04,4e-04,0.0019,0.11695162580739,-0.117909412699647,-0.134680405201296,0.11695162580739,-0.117909412699647,-0.134680405201296,0.234856310661416,-0.244690674601253,-0.244304908327774,0.234856310661416,-0.244690674601253,-0.244304908327774,0.498211353107241,-0.499415683583518,-0.499364836094689,1.0709496859202,0.0426233731198766,1.03059596287324,0.0410846019232196,1.03949670536145,0.0414239678955674,0.278247667587605,0.292639055391994,0.280016074384077,0.278247667587605,0.292639055391994,0.280016074384077,0.224378325182572,0.23046512702503,0.22792353738744,0.224378325182572,0.23046512702503,0.22792353738744,0.0385764106667581,0.0384483368872777,0.0390752749745066,0.343312152501114,0.0130311539458531,0.335343053902541,0.0127612447920119,0.337496100930593,0.0128412052144835
"binary_use_control_in_xQTL","horizontal",0.5,0,0.5,0,20,TRUE,0.0388,0.017,0.0388,0.017,0.0411,0.0248,0.0371,0.021,0.0418,0.0301,0.0418,0.0291,0.041,0.0291,0.1071,0.0778,0.0604,0.0429,0.0411,0.0248,0.0371,0.021,0.0418,0.0301,0.0418,0.0291,0.041,0.0291,0.1071,0.0778,0.0604,0.0429,0.0389,0.0252,0.0219,0.018,0.0301,0.0264,0.0264,0.074,0.0436,0,0,0.0048,0,0,0,2e-04,0,0,3e-04,-0.000966219455060983,-0.00426151199499813,0.00254455758088714,-0.000966219455060981,-0.00426151199499813,0.00254455758088714,-0.000356642397703768,-0.00134645644640417,0.000762697579608071,-0.000356642397703768,-0.00134645644640417,0.000762697579608072,0,0,0,1.03789997262025,0.0824399552021682,1.02617304396828,0.0815723405350834,1.02941509197763,0.0818206524299158,0.302660930507424,0.311094851667986,0.301440290578831,0.302660930507424,0.311094851667986,0.301440290578831,0.237232928147182,0.239719432162944,0.240346738010182,0.237232928147182,0.239719432162944,0.240346738010182,0,0,0,0.34104995260602,0.0246464470084288,0.34190736082213,0.0247709908773346,0.339432043161729,0.024595750215856
"binary_use_all_in_xQTL","horizontal",0.5,0,0.5,0,20,TRUE,0.0695,0.0331,0.0695,0.0331,0.1058,0.0713,0.0946,0.0592,0.0887,0.0662,0.0866,0.0661,0.0876,0.0658,0.1976,0.1524,0.1497,0.1202,0.1058,0.0713,0.0946,0.0592,0.0887,0.0662,0.0866,0.0661,0.0876,0.0658,0.1976,0.1524,0.1497,0.1202,0.1067,0.0802,0.0652,0.0554,0.0636,0.0612,0.0612,0.1432,0.1191,0,0,0.0089,0,0,0,2e-04,0,0,6e-04,0.103189103872585,-0.0953010567410327,-0.111016103821849,0.103189103872585,-0.0953010567410327,-0.111016103821849,0.203876454016425,-0.206126152365698,-0.208255556015225,0.203876454016425,-0.206126152365698,-0.208255556015225,0.106220137056799,-0.106272618278748,-0.106389786371762,1.06775094073873,0.0424975524315896,1.03645910263733,0.0413120944258059,1.03910381058997,0.04140967274112,0.405697203326383,0.423894723285161,0.405558572429119,0.405697203326383,0.423894723285161,0.405558572429119,0.31575170245038,0.318918335545758,0.319637264415525,0.31575170245038,0.318918335545758,0.319637264415525,0.0135146832843449,0.013473187779111,0.0135294540375197,0.346684644367007,0.0131507217639367,0.332964692898619,0.0126661503592278,0.336751940374348,0.0128121041107947
"continuous","vertical",0.5,0,0.5,0,20,TRUE,0.0996,0.0512,0.0996,0.0512,0.0854,0.061,0.076,0.0532,0.1205,0.0935,0.0678,0.0514,0.0415,0.0303,0.1572,0.1209,0.1317,0.1083,0.0854,0.061,0.076,0.0532,0.1205,0.0935,0.0678,0.0514,0.0415,0.0303,0.1572,0.1209,0.1317,0.1083,0.0719,0.0532,0.0567,0.0477,0.09,0.0295,0.0295,0.1189,0.1084,0,0,0.0073,0,1e-04,1e-04,3e-04,1e-04,1e-04,0.0022,-0.370052916689779,0.000449832281316541,-0.12979647400157,-0.370052916689779,0.000449832281316547,-0.12979647400157,-0.232107837801918,-0.0755822116113984,-0.00133987485361824,-0.232107837801918,-0.0755822116113984,-0.00133987485361823,-0.499091288355361,-0.16641816064951,0.000323065978320073,1.0709496859202,0.0426233731198766,1.09680261318776,0.0435990392522756,1.09658724638807,0.0435871019458182,0.701589265107462,0.596779243754658,0.360808673002998,0.701589265107462,0.596779243754658,0.360808673002998,0.275322826294486,0.159177747837055,0.159243205192659,0.275322826294486,0.159177747837055,0.159243205192659,0.0505460468433448,0.0309310150229966,0.0315069204304039,0.343312152501114,0.0130311539458531,0.355639744990273,0.013461890014841,0.35916659718182,0.0135888814897961
"binary_use_control_in_xQTL","vertical",0.5,0,0.5,0,20,TRUE,0.0366,0.0161,0.0366,0.0161,0.0426,0.0282,0.0364,0.0232,0.0421,0.0302,0.041,0.0284,0.0404,0.0274,0.082,0.0586,0.0852,0.0688,0.0426,0.0282,0.0364,0.0232,0.0421,0.0302,0.041,0.0284,0.0404,0.0274,0.082,0.0586,0.0852,0.0688,0.0395,0.0279,0.0287,0.022,0.032,0.0272,0.0272,0.0615,0.0708,0,0,0.0055,0,2e-04,1e-04,1e-04,1e-04,2e-04,8e-04,-0.0033584584544775,0.00452463455395326,0.00164759951394854,-0.0033584584544775,0.00452463455395326,0.00164759951394854,0.00164284122368035,0.0021127043815011,-0.00198122120062979,0.00164284122368035,0.0021127043815011,-0.00198122120062979,0,0,0,1.04124714554432,0.0826453220050344,1.05112127731487,0.0833536359419027,1.05116767847673,0.0833655951853293,0.599964493942974,0.508339931112043,0.308319166892231,0.599964493942974,0.508339931112043,0.308319166892231,0.235294204703967,0.133821074389601,0.132520498872022,0.235294204703967,0.133821074389601,0.132520498872022,0,0,0,0.351637235175067,0.0253456420970953,0.355984010012213,0.0256083483474386,0.353655688583806,0.0254737330052295
"binary_use_all_in_xQTL","vertical",0.5,0,0.5,0,20,TRUE,0.0614,0.0288,0.0614,0.0288,0.0624,0.0433,0.0544,0.0359,0.0751,0.0559,0.0508,0.0378,0.0406,0.0306,0.1113,0.0844,0.1058,0.0882,0.0624,0.0433,0.0544,0.0359,0.0751,0.0559,0.0508,0.0378,0.0406,0.0306,0.1113,0.0844,0.1058,0.0882,0.0545,0.0399,0.0408,0.0323,0.055,0.0305,0.0305,0.0848,0.0889,0,0,0.0069,0,0,0,0,0,1e-04,0.0015,-0.281282109076323,-0.00197655812637605,-0.0996121890712408,-0.281282109076323,-0.00197655812637604,-0.0996121890712408,-0.180618779076645,-0.0593507782843264,-7.97366836012547e-05,-0.180618779076645,-0.0593507782843264,-7.97366836012549e-05,-0.0952316554290361,-0.0321224040407266,-0.000120549942947236,1.06247204788907,0.0422974606483894,1.08378883382152,0.0431076203421351,1.08536920940881,0.0431682335411544,0.813752439022971,0.699408825564374,0.426955401256566,0.813752439022971,0.699408825564374,0.426955401256566,0.315794661701991,0.183437034141398,0.185314651418403,0.315794661701991,0.183437034141398,0.185314651418403,0.0140034966401517,0.00875797522060864,0.00912267185134049,0.344690776971701,0.0130822949980638,0.350048523153585,0.013264499461284,0.349792502911828,0.0132591246267809
"continuous","horizontal",1,0,0.5,0,20,TRUE,0.1364,0.0745,0.1364,0.0745,0.2068,0.1483,0.1875,0.128,0.1483,0.1207,0.1649,0.1307,0.164,0.1329,0.3322,0.2752,0.27,0.2279,0.2068,0.1483,0.1875,0.128,0.1483,0.1207,0.1649,0.1307,0.164,0.1329,0.3322,0.2752,0.27,0.2279,0.2164,0.1715,0.14,0.1222,0.1196,0.127,0.127,0.2657,0.2246,0,0,0.0185,0,1e-04,0,5e-04,8e-04,4e-04,0.0023,0.10549388373221,-0.0980145256822628,-0.145921020007291,0.10549388373221,-0.0980145256822628,-0.145921020007291,0.196306764893656,-0.222666793998659,-0.222511379441436,0.196306764893656,-0.222666793998659,-0.222511379441436,0.494320373817419,-0.497458797506517,-0.497398615364269,1.26706024150093,0.050010155396475,1.12834301744068,0.0447925002046143,1.13925807526539,0.0452052437790952,0.251009440360211,0.284851294717747,0.252166290544644,0.251009440360211,0.284851294717747,0.252166290544644,0.206691768273388,0.220523609147049,0.218050326402682,0.206691768273388,0.220523609147049,0.218050326402682,0.0384551823914473,0.0384094542938486,0.039014809235556,0.399248498646742,0.0149112265654869,0.364795817988202,0.013769236456512,0.367406265101494,0.0138638848394239
"binary_use_control_in_xQTL","horizontal",1,0,0.5,0,20,TRUE,0.0403,0.0167,0.0403,0.0167,0.0419,0.025,0.0366,0.0208,0.043,0.0301,0.0436,0.0309,0.0405,0.0292,0.1104,0.0794,0.0567,0.0416,0.0419,0.025,0.0366,0.0208,0.043,0.0301,0.0436,0.0309,0.0405,0.0292,0.1104,0.0794,0.0567,0.0416,0.0389,0.0256,0.0227,0.0185,0.0302,0.026,0.026,0.0751,0.0433,0,0,0.0057,0,0,0,1e-04,0,1e-04,5e-04,-0.00104869423916629,-0.00375805547545287,0.00257493119574459,-0.00104869423916629,-0.00375805547545288,0.00257493119574459,-0.00064224917287806,-0.0012490377469876,0.0011525217303481,-0.000642249172878059,-0.00124903774698761,0.0011525217303481,0,0,0,1.14167746792412,0.0898888992094129,1.07850839349815,0.0853499458259178,1.08166279702868,0.0855864534959524,0.283038310633336,0.306332525654493,0.281409607085248,0.283038310633336,0.306332525654493,0.281409607085248,0.225424012286982,0.233635326635242,0.23384317214246,0.225424012286982,0.233635326635242,0.23384317214246,0,0,0,0.372120998622595,0.0264311036318301,0.358106791663573,0.0257159319473804,0.356640226986486,0.0256030847049653
"binary_use_all_in_xQTL","horizontal",1,0,0.5,0,20,TRUE,0.0678,0.0343,0.0678,0.0343,0.0988,0.0647,0.0877,0.0549,0.0797,0.0623,0.0822,0.0635,0.0842,0.0631,0.1901,0.1489,0.1368,0.1082,0.0988,0.0647,0.0877,0.0549,0.0797,0.0623,0.0822,0.0635,0.0842,0.0631,0.1901,0.1489,0.1368,0.1082,0.1001,0.0746,0.0623,0.0534,0.062,0.0609,0.0609,0.1443,0.1093,0,0,0.0118,0,0,0,2e-04,1e-04,0,0.0011,0.0947104618767168,-0.0785376313217176,-0.121037436577978,0.0947104618767168,-0.0785376313217176,-0.121037436577978,0.172362004990604,-0.188928113238946,-0.189829959463128,0.172362004990604,-0.188928113238946,-0.189829959463128,0.105430374210908,-0.105866916441906,-0.105975040999393,1.25654193951887,0.0496113353531337,1.13035861075413,0.0448733029998705,1.13417026559512,0.0450136862658616,0.366539540565759,0.414985115041929,0.362279470840947,0.366539540565759,0.414985115041929,0.362279470840947,0.291743211792158,0.307510516167862,0.304507542900476,0.291743211792158,0.307510516167862,0.304507542900476,0.0134705093104009,0.0134515076380379,0.013496357821702,0.401321307466054,0.0149853756630883,0.361147479795834,0.0136278962910048,0.365492539901289,0.013792292559135
"continuous","vertical",1,0,0.5,0,20,TRUE,0.0963,0.0507,0.0963,0.0507,0.0776,0.0544,0.0691,0.047,0.1088,0.0848,0.0622,0.0476,0.0432,0.0308,0.1417,0.1092,0.1274,0.1031,0.0776,0.0544,0.0691,0.047,0.1088,0.0848,0.0622,0.0476,0.0432,0.0308,0.1417,0.1092,0.1274,0.1031,0.0646,0.0494,0.0586,0.0483,0.0885,0.0331,0.0331,0.1151,0.1131,0,0,0.0135,0,3e-04,1e-04,5e-04,6e-04,3e-04,0.0036,-0.362016103504371,0.000261161278008441,-0.137872153018293,-0.362016103504371,0.000261161278008446,-0.137872153018293,-0.194873191988558,-0.0602488235523907,-0.000963141675687967,-0.194873191988558,-0.0602488235523907,-0.000963141675687966,-0.495231431958692,-0.164696469505334,0.000322079854097721,1.26706024150093,0.050010155396475,1.36014713831094,0.0534714501826564,1.36095311204011,0.0534947895466461,0.701050087579469,0.596779655382181,0.356721454152206,0.701050087579469,0.596779655382181,0.356721454152206,0.253563894421254,0.142333115472708,0.142757364695461,0.253563894421254,0.142333115472708,0.142757364695461,0.0503983832806448,0.0307542982719021,0.0313162830038596,0.399248498646742,0.0149112265654869,0.427875858947685,0.0158447492173828,0.433343661645615,0.0160423278021866
"binary_use_control_in_xQTL","vertical",1,0,0.5,0,20,TRUE,0.0378,0.0155,0.0378,0.0155,0.0425,0.0289,0.0368,0.0219,0.0423,0.0316,0.0414,0.0289,0.0394,0.0272,0.0783,0.0572,0.0859,0.0696,0.0425,0.0289,0.0368,0.0219,0.0423,0.0316,0.0414,0.0289,0.0394,0.0272,0.0783,0.0572,0.0859,0.0696,0.0406,0.0282,0.0294,0.0229,0.0316,0.0277,0.0277,0.0614,0.0751,0,0,0.0065,0,2e-04,2e-04,1e-04,2e-04,3e-04,0.0013,-0.00362279917080358,0.00430847590661915,0.00169154307231252,-0.00362279917080357,0.00430847590661914,0.00169154307231251,0.00110892577559675,0.00157450600698084,-0.00158292859138422,0.00110892577559675,0.00157450600698084,-0.00158292859138422,0,0,0,1.14472363941839,0.0900645005574055,1.1848971802527,0.0929073650040698,1.18358113016365,0.0928255056150323,0.598946608866533,0.508307208939935,0.306488859882868,0.598946608866533,0.508307208939935,0.306488859882868,0.223146036006395,0.125341513527136,0.123860255828701,0.223146036006395,0.125341513527136,0.123860255828701,0,0,0,0.383105866267538,0.027140178261976,0.396036472328476,0.0278631780035718,0.392832603431664,0.027683060414578
"binary_use_all_in_xQTL","vertical",1,0,0.5,0,20,TRUE,0.0605,0.0283,0.0605,0.0283,0.0582,0.0406,0.0496,0.0329,0.0679,0.0505,0.0479,0.0366,0.0439,0.0303,0.1033,0.0771,0.1052,0.0885,0.0582,0.0406,0.0496,0.0329,0.0679,0.0505,0.0479,0.0366,0.0439,0.0303,0.1033,0.0771,0.1052,0.0885,0.0522,0.0372,0.0432,0.035,0.0544,0.0346,0.0346,0.0838,0.0937,0,0,0.0099,0,1e-04,0,0,3e-04,1e-04,0.0023,-0.27567186418732,-0.00191937435073749,-0.106112517335221,-0.27567186418732,-0.00191937435073749,-0.106112517335221,-0.151803720895452,-0.0474866586132591,-6.91323975250057e-05,-0.151803720895452,-0.0474866586132591,-6.91323975250058e-05,-0.0945088959090967,-0.0317947188985706,-0.000117259106363968,1.25574767999971,0.0495820610402306,1.34496487278213,0.0529102942051165,1.34928881485229,0.0530702300560992,0.811785377483549,0.700024899347894,0.422549302711028,0.811785377483549,0.700024899347894,0.422549302711028,0.289460647100995,0.163916904565768,0.165523199933902,0.289460647100995,0.163916904565768,0.165523199933902,0.0139526176675951,0.00871015062303581,0.00907149675944853,0.400732809021475,0.0149648893365599,0.421976051499261,0.0156489712405989,0.423530939273382,0.0157067876139202
"continuous","horizontal",2,0,0.5,0,20,TRUE,0.116,0.0648,0.116,0.0648,0.1547,0.1054,0.1419,0.0939,0.1038,0.081,0.133,0.105,0.131,0.1034,0.2779,0.2255,0.1995,0.1571,0.1547,0.1054,0.1419,0.0939,0.1038,0.081,0.133,0.105,0.131,0.1034,0.2779,0.2255,0.1995,0.1571,0.1583,0.1208,0.1198,0.1069,0.0987,0.1129,0.1129,0.242,0.1782,0,0,0.0395,0,6e-04,4e-04,0.001,0.0016,4e-04,0.003,0.0990943472902976,-0.0441189543650187,-0.152277477644098,0.0990943472902976,-0.0441189543650187,-0.152277477644098,0.116816260539271,-0.162169686234576,-0.162653582416505,0.116816260539271,-0.162169686234576,-0.162653582416505,0.479376660889049,-0.48978217280747,-0.489707743071909,2.05293747841467,0.0785006837978722,1.52108466893259,0.0594073222070908,1.5360396561891,0.0599525350148283,0.21245542291262,0.263186806631565,0.213242819370724,0.21245542291262,0.263186806631565,0.213242819370724,0.161263217466809,0.189323783153501,0.186929974243658,0.161263217466809,0.189323783153501,0.186929974243658,0.038027657474799,0.0382311556099709,0.038790884648006,0.577243015808774,0.020261820330786,0.4653906328692,0.0170162788755361,0.470552190979362,0.017193839733759
"binary_use_control_in_xQTL","horizontal",2,0,0.5,0,20,TRUE,0.0372,0.0168,0.0372,0.0168,0.0403,0.024,0.0359,0.0212,0.0423,0.0297,0.0404,0.0298,0.0401,0.0287,0.1094,0.0801,0.053,0.0382,0.0403,0.024,0.0359,0.0212,0.0423,0.0297,0.0404,0.0298,0.0401,0.0287,0.1094,0.0801,0.053,0.0382,0.0406,0.0252,0.0257,0.0223,0.0343,0.0295,0.0295,0.0866,0.0428,0,0,0.0127,0,0,0,4e-04,2e-04,1e-04,0.001,-0.000735586756182926,-0.00241444018720934,0.00219333432932358,-0.000735586756182926,-0.00241444018720934,0.00219333432932358,-0.000285821502792345,-0.00123534686299364,0.00161797746580885,-0.000285821502792345,-0.00123534686299364,0.00161797746580885,0,0,0,1.55637508620677,0.118475054020727,1.28700306964892,0.10009474222764,1.28975486722238,0.10028144792952,0.244251439707047,0.291159531500278,0.243089313980422,0.244251439707047,0.291159531500278,0.243089313980422,0.190553077057184,0.212620574981272,0.212123628091716,0.190553077057184,0.212620574981272,0.212123628091716,0,0,0,0.482318228575491,0.0320693208433516,0.417733338471027,0.028989770902805,0.419697000239069,0.0290905776318542
