outcome,pleiotropy,IV_strength,effect,overlap,r2,number_of_SNPs,xQTL_from_one_sample,Multivariable,Multivariable_tdist,MultivariableLD,MultivariableLD_tdist,IVW_Cauchy_cauchy,IVW_tdist_Cauchy_cauchy,IVW_HMP,IVW_tdist_HMP,IVW_Modality1,IVW_tdist_Modality1,IVW_Modality2,IVW_tdist_Modality2,IVW_Modality3,IVW_tdist_Modality3,IVW_MinP,IVW_tdist_MinP,IVW_Fisher_chisq,IVW_tdist_Fisher_chisq,WGLR_Cauchy_cauchy,WGLR_tdist_Cauchy_cauchy,WGLR_HMP,WGLR_tdist_HMP,WGLR_Modality1,WGLR_tdist_Modality1,WGLR_Modality2,WGLR_tdist_Modality2,WGLR_Modality3,WGLR_tdist_Modality3,WGLR_MinP,WGLR_tdist_MinP,WGLR_Fisher_chisq,WGLR_tdist_Fisher_chisq,WGLR_Fisher_gamma,WGLR_tdist_Fisher_gamma,GSMR_Cauchy_cauchy,GSMR_HMP,GSMR_Modality1,GSMR_Modality2,GSMR_Modality3,GSMR_MinP,GSMR_Fisher_chisq,SMR_allSNPs_Cauchy_cauchy,SMR_allSNPs_HMP,SMR_allSNPs_MinP,SMR_allSNPs_Fisher_chisq,SMR_singleSNP_Cauchy_cauchy,SMR_singleSNP_HMP,SMR_Modality1,SMR_Modality2,SMR_Modality3,SMR_singleSNP_Fisher_chisq,Multivariable_beta1_mean,Multivariable_beta2_mean,Multivariable_beta3_mean,MultivariableLD_beta1_mean,MultivariableLD_beta2_mean,MultivariableLD_beta3_mean,IVW_beta1_mean,IVW_beta2_mean,IVW_beta3_mean,WGLR_beta1_mean,WGLR_beta2_mean,WGLR_beta3_mean,OLS_beta1_mean,OLS_beta2_mean,OLS_beta3_mean,F_1_mean,R2_1_mean,F_2_mean,R2_2_mean,F_3_mean,R2_3_mean,Multivariable_beta1_sd,Multivariable_beta2_sd,Multivariable_beta3_sd,MultivariableLD_beta1_sd,MultivariableLD_beta2_sd,MultivariableLD_beta3_sd,IVW_beta1_sd,IVW_beta2_sd,IVW_beta3_sd,WGLR_beta1_sd,WGLR_beta2_sd,WGLR_beta3_sd,OLS_beta1_sd,OLS_beta2_sd,OLS_beta3_sd,F_1_sd,R2_1_sd,F_2_sd,R2_2_sd,F_3_sd,R2_3_sd
binary_use_all_in_xQTL,horizontal,1,0.1,0.5,0.2,5,TRUE,0.2182,6.00E-04,0.0552,0,0.36,0.1867,0.3403,0.1562,0.3654,0.197,0.336,0.1693,0.3502,0.1816,0.3874,0.2078,0.4662,0.3527,0.1064,0.0148,0.0944,0.0086,0.1132,0.0241,0.0861,0.0148,0.0879,0.0163,0.1576,0.0338,0.1822,0.0772,0.1068,0.0208,0.0915,0.0798,0.1188,0.0745,0.0745,0.1457,0.1718,0.0426,0.0319,0.2055,0.1949,0.0388,0.0315,0.0578,0.0242,0.0242,0.1133,0.160184021,0.052501041,-0.048004859,0.160341005,0.052217139,-0.047710071,0.107689207,-0.269632848,0.192615812,0.110776879,-0.212342753,0.154493037,0.098057266,-0.086414089,-0.080851613,15.16270485,0.131243652,3.821166768,0.036881709,6.3949135,0.060095809,0.935031754,1.29412496,0.964801352,0.934814339,1.294054593,0.964494584,0.174158561,0.473842959,0.323344432,0.168340243,0.385574102,0.287917894,0.012724966,0.014025188,0.014185222,5.253511065,0.039263414,1.98342913,0.018322396,2.888065316,0.025346211
binary_use_all_in_xQTL,vertical,1,0.1,0.5,0.2,5,TRUE,0.2992,3.00E-04,0.0843,0,0.4607,0.2722,0.4425,0.2407,0.4624,0.2742,0.4608,0.2724,0.4588,0.2711,0.4669,0.2776,0.5698,0.462,0.1711,0.0412,0.1537,0.0285,0.174,0.0423,0.169,0.0414,0.1641,0.0387,0.1883,0.0467,0.292,0.1702,0.1701,0.0416,0.1784,0.1602,0.1799,0.1753,0.1753,0.1944,0.3103,0.1174,0.094,0.2863,0.3304,0.0992,0.0815,0.0957,0.1013,0.1005,0.2112,-0.273879704,0.000114117,-0.057365003,-0.273835354,0.000156078,-0.057574178,-0.156903536,-0.079025147,0.079783848,-0.157905076,-0.078774769,0.078019351,-0.104422079,-0.043588088,0.019504972,14.77117933,0.128376187,19.45595405,0.162151215,19.55660606,0.162836825,3.210598003,2.660582614,1.518807859,3.211774787,2.660186687,1.518208849,0.177351074,0.089320917,0.090337787,0.171535399,0.086970258,0.087976003,0.012733207,0.007851028,0.008453301,5.043709351,0.038012556,6.366010656,0.044201859,6.407693291,0.044415492
binary_use_all_in_xQTL,horizontal,2,0.1,0.5,0.2,5,TRUE,0.4253,0.0026,0.1449,0,0.5818,0.3891,0.5621,0.3503,0.5834,0.3976,0.5647,0.3672,0.5795,0.3921,0.5992,0.4097,0.6708,0.5801,0.264,0.067,0.2414,0.0471,0.2674,0.0851,0.1921,0.0492,0.2498,0.076,0.3248,0.11,0.3857,0.2293,0.2593,0.0779,0.2776,0.2528,0.2951,0.2721,0.2721,0.3393,0.4086,0.2064,0.1764,0.4295,0.4548,0.1297,0.1141,0.1402,0.1208,0.1216,0.2501,0.146061926,0.110658736,0.012287499,0.146006996,0.110668476,0.012307074,0.107360677,-0.273572752,0.187252151,0.107447484,-0.223771403,0.176273081,0.078656431,-0.083093588,-0.063909545,58.18611774,0.363072119,12.35051035,0.10897914,23.00075081,0.18467237,0.746447104,0.932514679,0.795468536,0.746561983,0.9324896,0.795632303,0.08650004,0.244825735,0.156815327,0.084999641,0.216188981,0.148060504,0.012038964,0.013763646,0.014707566,17.38808356,0.069137282,5.52309324,0.043092294,8.845258925,0.057651317
binary_use_all_in_xQTL,vertical,2,0.1,0.5,0.2,5,TRUE,0.6252,0.0083,0.2767,0,0.7601,0.606,0.7472,0.5689,0.7604,0.6059,0.7602,0.6057,0.7591,0.6055,0.7617,0.6079,0.8266,0.7616,0.4652,0.1974,0.4362,0.1543,0.4689,0.199,0.4653,0.1975,0.4591,0.1954,0.4796,0.2086,0.6167,0.4669,0.4647,0.1983,0.5003,0.472,0.5028,0.497,0.497,0.5121,0.6469,0.4177,0.3776,0.6117,0.6681,0.3076,0.2785,0.3057,0.3085,0.3082,0.4646,-0.279916609,-0.017089802,-0.079236731,-0.279442171,-0.017256195,-0.079497098,-0.156368872,-0.078684699,0.0791982,-0.155559387,-0.078093285,0.078237387,-0.087584074,-0.036274773,0.019595693,55.25146931,0.351710358,73.79191736,0.418987271,74.25893789,0.420491012,3.212659481,2.761073894,1.628742055,3.212455432,2.760574462,1.627619861,0.088130197,0.044554858,0.045107825,0.08666779,0.043911543,0.044468863,0.011782551,0.006713448,0.006944563,16.17250925,0.066828751,21.26218594,0.07048362,21.39457227,0.070591957
binary_use_all_in_xQTL,horizontal,0.5,0,1,0.2,5,TRUE,0.1387,1.00E-04,0.0357,0,0.2552,0.0881,0.2371,0.069,0.2572,0.1058,0.1946,0.0716,0.222,0.0865,0.303,0.1292,0.3478,0.2156,0.0548,0.0026,0.0498,0.0017,0.0532,0.0078,0.0542,0.0077,0.0502,0.0057,0.1161,0.0161,0.0881,0.0198,0.0506,0.0045,0.0234,0.0189,0.04,0.0233,0.0233,0.0714,0.0456,0.0027,0.0013,0.0662,0.0404,0.0041,0.0031,0.0142,0.0031,0.0024,0.0188,0.121001683,-0.137206419,-0.272806701,0.124277964,-0.138607448,-0.269177583,-0.003967046,-0.127746099,-0.01289146,0.056040035,-0.230474046,-0.125762406,0.102720557,-0.105729596,-0.105098328,4.451464558,0.042744396,1.675316881,0.016575551,2.357458345,0.02313984,1.047485729,1.483992264,0.971004307,1.048075095,1.483682173,0.969982796,0.370527858,0.797929093,0.640119907,0.327245934,0.601112606,0.492523873,0.013310917,0.013538628,0.013539322,2.041453117,0.018645379,1.010699741,0.009780772,1.323584303,0.012614392
binary_use_all_in_xQTL,vertical,0.5,0,1,0.2,5,TRUE,0.1436,1.00E-04,0.0358,0,0.2707,0.114,0.2504,0.092,0.2647,0.1106,0.2702,0.116,0.2706,0.115,0.284,0.1237,0.385,0.2702,0.0573,0.0058,0.0498,0.0037,0.056,0.0062,0.0555,0.0063,0.0559,0.0058,0.0749,0.0084,0.1253,0.0523,0.0566,0.0064,0.0435,0.0341,0.0401,0.0435,0.0435,0.0598,0.1155,0.0112,0.0062,0.0855,0.1181,0.0172,0.0123,0.0135,0.0195,0.0198,0.0767,-0.52305393,-0.017875646,-0.274391863,-0.525738475,-0.018140539,-0.272315868,0.003805901,0.000180763,0.002817001,-0.048713905,-0.013284195,0.002284909,-0.09256843,-0.030959292,4.35E-05,4.47096319,0.042917468,5.675485265,0.053814173,5.714436345,0.054164403,3.096769093,2.70536918,1.57024259,3.089345979,2.695651592,1.565268116,0.384803019,0.190200851,0.190142483,0.338395547,0.173588115,0.175383172,0.01382932,0.008642167,0.008987317,2.061895554,0.018844085,2.442567041,0.021804021,2.449313189,0.021846655
binary_use_all_in_xQTL,horizontal,1,0,1,0.2,5,TRUE,0.139,1.00E-04,0.0333,0,0.266,0.1081,0.2461,0.0851,0.2686,0.1167,0.2408,0.0953,0.2598,0.1086,0.2975,0.1295,0.3762,0.2556,0.0548,0.0052,0.0483,0.0031,0.0532,0.0087,0.0512,0.0076,0.0516,0.006,0.0967,0.0148,0.1053,0.0347,0.0525,0.0076,0.0442,0.0377,0.0542,0.0416,0.0416,0.0844,0.0954,0.0157,0.0116,0.1273,0.1154,0.0225,0.0166,0.0353,0.0137,0.0139,0.0809,0.139534007,-0.011325812,-0.226827598,0.140665744,-0.012204185,-0.225434264,-0.000353083,-0.007120931,0.012101872,0.014918792,-0.082299469,-0.029343165,0.093569304,-0.103683673,-0.101069619,14.73112753,0.128011101,3.695298164,0.035712557,6.421680701,0.060328084,0.846692018,1.1885999,0.881077587,0.84591237,1.188056367,0.880485536,0.177292875,0.472496868,0.318881293,0.170198531,0.388364875,0.280765182,0.013148449,0.01349238,0.013480344,5.136137152,0.038609292,1.94254254,0.017989723,2.904103165,0.025454966
binary_use_all_in_xQTL,vertical,1,0,1,0.2,5,TRUE,0.1456,1.00E-04,0.0373,0,0.2774,0.1196,0.257,0.0965,0.2768,0.119,0.2772,0.1202,0.2762,0.1196,0.284,0.1233,0.3904,0.2789,0.0583,0.0069,0.0494,0.0045,0.0583,0.0072,0.0584,0.0074,0.0577,0.0072,0.0683,0.0088,0.1332,0.0585,0.0581,0.0072,0.0618,0.0524,0.0604,0.0617,0.0617,0.0717,0.1434,0.0361,0.0289,0.1468,0.1659,0.0397,0.0308,0.0379,0.041,0.0406,0.1126,-0.517779654,0.012839434,-0.243233662,-0.518507216,0.012483764,-0.242896794,0.00038394,-0.000537067,0.001309386,-0.012654346,-0.003789758,0.001214117,-0.084237399,-0.027364567,5.91E-05,14.87213409,0.129065706,19.73064108,0.16396467,19.88070061,0.164990304,2.978763343,3.36625417,2.895934946,2.97646663,3.343006764,2.86211552,0.181339615,0.090285141,0.090250652,0.174538684,0.08785253,0.088043641,0.013607081,0.00825187,0.008457667,5.177750458,0.038892482,6.553773706,0.045270781,6.601684461,0.045511072
binary_use_all_in_xQTL,horizontal,2,0,1,0.2,5,TRUE,0.1377,1.00E-04,0.0315,0,0.2691,0.1152,0.2499,0.0919,0.2698,0.1188,0.2591,0.1086,0.2662,0.115,0.2909,0.1282,0.3835,0.2657,0.0561,0.0062,0.0459,0.0038,0.0536,0.0087,0.0522,0.0073,0.0518,0.0064,0.0854,0.0129,0.1162,0.0427,0.054,0.0082,0.0559,0.0475,0.0582,0.0572,0.0572,0.0885,0.1253,0.0359,0.0283,0.1529,0.1543,0.0366,0.0295,0.0433,0.0327,0.0332,0.1143,0.108051114,0.051321044,-0.140435893,0.108436273,0.050941345,-0.139976401,0.000521116,0.00056483,0.004284818,0.004322276,-0.022492299,-0.006246808,0.069334063,-0.096322261,-0.087838911,55.80867513,0.353703465,11.75463846,0.10428247,22.68637601,0.182717622,0.738134124,0.898263157,0.753097838,0.73788677,0.897958596,0.752849951,0.087765153,0.230015162,0.150967836,0.086143034,0.205408455,0.142803552,0.013027776,0.013622058,0.013710604,16.6708251,0.068082954,5.355784567,0.042242459,8.662611669,0.056676084
binary_use_all_in_xQTL,vertical,2,0,1,0.2,5,TRUE,0.1466,1.00E-04,0.0368,0,0.2785,0.1206,0.258,0.0979,0.2786,0.1202,0.2787,0.1205,0.2779,0.1203,0.282,0.1223,0.3923,0.2801,0.0596,0.0076,0.0512,0.0048,0.0598,0.0074,0.0597,0.0075,0.0595,0.0075,0.0646,0.0083,0.1345,0.0603,0.0594,0.0075,0.0653,0.0568,0.0659,0.0659,0.0659,0.0715,0.1516,0.0492,0.04,0.164,0.1765,0.0482,0.0382,0.0474,0.0485,0.0484,0.1211,-0.520235849,-0.012245124,-0.271976485,-0.520325504,-0.012270286,-0.271760534,-0.00048298,-0.000424634,0.00061355,-0.003710658,-0.001234964,0.000597425,-0.06223739,-0.018806611,7.05E-05,56.49026966,0.35644938,76.00818031,0.425810979,76.60333737,0.42764186,2.934766833,2.517300122,1.442739427,2.934106154,2.516560939,1.442301599,0.089190285,0.044559288,0.04454999,0.087755278,0.043970775,0.04398826,0.013165775,0.007180393,0.007009084,16.82857121,0.068301253,22.23200548,0.071815891,22.43734548,0.072103487
binary_use_all_in_xQTL,horizontal,0.5,0.1,1,0.2,5,TRUE,0.1606,3.00E-04,0.0423,0,0.2774,0.1122,0.2603,0.0889,0.2879,0.1326,0.2291,0.096,0.2319,0.0937,0.3217,0.1499,0.3729,0.2452,0.0701,0.0048,0.0614,0.0034,0.0845,0.0159,0.0653,0.0106,0.042,0.0038,0.1324,0.0222,0.1083,0.0304,0.0676,0.0075,0.0334,0.0285,0.0671,0.0139,0.0139,0.0847,0.0605,0.0045,0.0026,0.0877,0.0572,0.0072,0.006,0.0216,0.0055,0.0017,0.0237,0.217605809,-0.046732711,-0.204274415,0.220936154,-0.048066776,-0.200724343,0.103613753,-0.28914723,0.159217243,0.148150138,-0.289310734,0.019182563,0.10524909,-0.087394932,-0.085979111,4.519849436,0.043373726,1.697106866,0.016785204,2.342203002,0.022995066,1.027575803,1.486295333,1.081588496,1.02699637,1.484608184,1.080397873,0.358129106,0.793980777,0.677811113,0.318969605,0.614153285,0.514736918,0.013119023,0.014151634,0.014173951,2.053883715,0.018746364,1.02911978,0.009954916,1.313122924,0.012517199
binary_use_all_in_xQTL,vertical,0.5,0.1,1,0.2,5,TRUE,0.1872,0,0.0497,0,0.3288,0.1608,0.3092,0.1349,0.3262,0.1627,0.3282,0.1617,0.324,0.1574,0.3405,0.1698,0.4429,0.3298,0.0984,0.0181,0.0856,0.0113,0.1052,0.0216,0.0971,0.0192,0.0828,0.0156,0.1201,0.0254,0.1875,0.0928,0.0962,0.0196,0.0792,0.0669,0.0862,0.0698,0.0698,0.1016,0.1811,0.0255,0.0178,0.1187,0.1611,0.0301,0.021,0.0275,0.0329,0.0302,0.1003,-0.507054943,-0.01748609,-0.189274167,-0.508341893,-0.018262356,-0.186928043,-0.154002996,-0.079078965,0.081946804,-0.193975272,-0.090352441,0.081074646,-0.110793367,-0.046661737,0.019457208,4.488012376,0.043081523,5.659513301,0.053679146,5.690368017,0.053955846,3.077444145,2.57396351,1.455767697,3.068967988,2.566190674,1.450965448,0.36871207,0.184614852,0.188836986,0.325394449,0.169804716,0.174601894,0.013054047,0.00816037,0.008832647,2.045142734,0.018691556,2.418913276,0.021600282,2.42657849,0.021650128
binary_use_all_in_xQTL,horizontal,1,0.1,1,0.2,5,TRUE,0.2227,6.00E-04,0.0586,0,0.3613,0.1875,0.3398,0.1576,0.3694,0.199,0.3457,0.1772,0.3427,0.1748,0.3893,0.2099,0.4677,0.3528,0.1122,0.016,0.0993,0.0093,0.1239,0.0277,0.1009,0.0176,0.0787,0.0128,0.168,0.0358,0.1904,0.0801,0.1097,0.0217,0.0952,0.0835,0.1275,0.0653,0.0653,0.1531,0.1802,0.0443,0.0332,0.2063,0.195,0.0399,0.0329,0.059,0.0287,0.0199,0.112,0.234846925,0.074171218,-0.162380009,0.236019584,0.073672016,-0.161333973,0.106476229,-0.27001982,0.197514748,0.117139952,-0.243970799,0.143186751,0.097902806,-0.086396896,-0.08081607,15.11189548,0.130877886,3.811528921,0.036786274,6.423138724,0.060333064,0.859481282,1.224190459,0.907395315,0.859339853,1.223944883,0.907350116,0.171484079,0.460360282,0.335794704,0.165466683,0.387845847,0.29320674,0.01281317,0.014101236,0.014189749,5.220392577,0.039034004,1.997626976,0.01844768,2.921772488,0.02559135
binary_use_all_in_xQTL,vertical,1,0.1,1,0.2,5,TRUE,0.3051,3.00E-04,0.0923,0,0.4632,0.2754,0.4447,0.2438,0.4659,0.278,0.463,0.275,0.461,0.272,0.4704,0.2801,0.5713,0.4652,0.1817,0.0459,0.1635,0.0316,0.1916,0.05,0.1803,0.0454,0.1665,0.0413,0.2003,0.0519,0.3067,0.1816,0.1815,0.0463,0.1901,0.1701,0.1961,0.1774,0.1774,0.2055,0.3243,0.1187,0.0969,0.2863,0.3299,0.0998,0.0833,0.0974,0.1013,0.1018,0.2113,-0.483681927,-0.035294445,-0.198423904,-0.485072273,-0.034641138,-0.197586332,-0.155152001,-0.078484111,0.079536888,-0.16459641,-0.080927178,0.078920212,-0.104414992,-0.043580655,0.019503487,14.80722541,0.128617566,19.50729066,0.162486997,19.63264901,0.163345952,3.35882209,2.837690054,1.514828851,3.359318123,2.837936285,1.51453861,0.174568579,0.088402493,0.089986621,0.168371122,0.086029572,0.087784622,0.012730161,0.007783375,0.008313805,5.099350169,0.038383285,6.404971064,0.044450418,6.448016561,0.044665211
binary_use_all_in_xQTL,horizontal,2,0.1,1,0.2,5,TRUE,0.4271,0.0026,0.1513,0,0.5832,0.3889,0.5636,0.3503,0.5873,0.3986,0.5694,0.3726,0.5772,0.3885,0.5993,0.4108,0.6718,0.5817,0.267,0.0689,0.2438,0.0488,0.2779,0.0901,0.2079,0.0548,0.2388,0.0715,0.33,0.1101,0.3908,0.2343,0.265,0.0823,0.2808,0.2565,0.3044,0.2607,0.2607,0.3423,0.4138,0.2072,0.1775,0.4289,0.4562,0.1295,0.1144,0.1405,0.1205,0.1207,0.2502,0.211450369,0.157209572,-0.067633723,0.211694081,0.157009173,-0.067394268,0.107090823,-0.272284882,0.188497564,0.10912005,-0.231504855,0.173501187,0.078570841,-0.083043199,-0.063791543,58.11317206,0.362746341,12.34874716,0.108939865,23.0360675,0.184914102,0.749048324,0.941241648,0.780602038,0.749044126,0.941329238,0.780600039,0.085383241,0.238425226,0.160641491,0.083937956,0.213564197,0.15050392,0.012166424,0.013897531,0.014745315,17.44899936,0.069166798,5.554937202,0.043347094,8.853409983,0.05753253
binary_use_all_in_xQTL,vertical,2,0.1,1,0.2,5,TRUE,0.6293,0.0091,0.2909,0,0.7604,0.6074,0.7494,0.571,0.7621,0.6088,0.7604,0.6077,0.7591,0.6057,0.7626,0.6097,0.8277,0.7615,0.4769,0.2033,0.4478,0.1599,0.4857,0.2104,0.4758,0.2031,0.4647,0.1954,0.4926,0.2157,0.6278,0.4791,0.4763,0.2035,0.5088,0.4798,0.5147,0.5001,0.5001,0.5212,0.6532,0.4181,0.3788,0.612,0.6684,0.3078,0.2786,0.3064,0.3081,0.3082,0.4644,-0.502759315,-0.019490164,-0.193962961,-0.502882854,-0.019478285,-0.19393956,-0.156018693,-0.078562441,0.079129561,-0.157653874,-0.078783904,0.078560438,-0.087554229,-0.036238883,0.019592069,55.27039972,0.351737883,73.84439444,0.419165262,74.36103809,0.420800329,2.957755343,2.60105321,1.506857698,2.957686666,2.601004885,1.506730246,0.086519719,0.044026145,0.044908317,0.085161426,0.043443182,0.044353443,0.011872064,0.006717888,0.006864067,16.25391739,0.067003836,21.26707928,0.070464874,21.42654443,0.070756175
binary_use_all_in_xQTL,horizontal,0.5,0,0,0.2,20,TRUE,0.4366,0.3837,0.0287,0.0112,0.5389,0.5089,0.5249,0.4918,0.55,0.5226,0.482,0.4554,0.4803,0.4534,0.5786,0.5498,0.6116,0.5948,0.0355,0.0202,0.0314,0.0178,0.0439,0.0317,0.0349,0.0234,0.0329,0.0229,0.0955,0.068,0.0491,0.0355,0.0347,0.0225,0.0157,0.0141,0.0301,0.0156,0.0156,0.0556,0.0252,1.00E-04,0,0.1272,0.0576,0.0018,0.0012,0.0097,0.0019,0.0019,0.0099,0.005245401,-0.001084915,0.002799049,0.004650709,-0.001654003,0.002757535,0.007398283,-0.006521767,0.007824385,0.005176664,-0.003810566,0.002986365,0.103265495,-0.105664504,-0.105385246,1.760040707,0.068059946,1.201381791,0.047545028,1.202160132,0.047567194,0.351753561,0.432731023,0.355852505,0.330853599,0.427651804,0.333210215,0.375649275,0.613507116,0.626721157,0.242183894,0.303141373,0.301518056,0.01344891,0.01362089,0.013495496,0.533877149,0.019147325,0.385066394,0.014440807,0.391292201,0.01468091
binary_use_all_in_xQTL,vertical,0.5,0,0,0.2,20,TRUE,0.4368,0.3784,0.0247,0.0113,0.5581,0.5332,0.5447,0.5162,0.5558,0.5306,0.5585,0.5337,0.5578,0.5326,0.5682,0.5427,0.6447,0.6312,0.0506,0.0344,0.0416,0.0279,0.0448,0.032,0.0482,0.0358,0.0478,0.0358,0.0729,0.0556,0.1065,0.0906,0.05,0.0368,0.0334,0.0272,0.0313,0.035,0.035,0.0562,0.0928,0.0039,0.0021,0.1731,0.1512,0.0153,0.0111,0.0125,0.0174,0.0169,0.0725,-0.01182075,0.011558018,0.00492741,-0.011453489,0.011408337,0.00474524,0.000950457,0.000737015,-0.00072878,0.001655638,0.001349231,-0.001338005,-0.092836599,-0.031100747,3.72E-05,1.773187682,0.068542482,2.035545211,0.077856184,2.04164797,0.078071037,0.842883038,0.72350847,0.430920018,0.824896289,0.710889184,0.417710092,0.376971342,0.188913844,0.18887704,0.245981255,0.133034033,0.133181512,0.014176078,0.008811157,0.009035449,0.529788257,0.018992228,0.594785321,0.020877583,0.596266746,0.020899015
binary_use_all_in_xQTL,horizontal,1,0,0,0.2,20,TRUE,0.4393,0.3876,0.0287,0.012,0.5589,0.5313,0.5424,0.5133,0.5615,0.5339,0.552,0.5244,0.5494,0.526,0.5793,0.552,0.6383,0.6232,0.0493,0.0293,0.0428,0.0253,0.0549,0.0389,0.0441,0.0332,0.0418,0.0296,0.1035,0.0765,0.086,0.0682,0.0526,0.0376,0.035,0.0288,0.0504,0.0272,0.0272,0.0864,0.0696,0.0098,0.0052,0.2926,0.1664,0.0185,0.0142,0.0325,0.0104,0.0087,0.0725,0.002753731,-0.000877015,0.000222554,0.002681365,-0.001038415,0.000305011,0.003158593,-0.008527356,0.002517988,0.002944986,-0.004577992,0.002050994,0.095059187,-0.103290044,-0.102961196,4.012413253,0.142431058,1.791205589,0.069168717,1.788616922,0.069067111,0.293729093,0.418658811,0.293107635,0.290654916,0.417869153,0.289914621,0.182409209,0.374336087,0.382228311,0.154479634,0.242861518,0.24455033,0.013080873,0.013525248,0.0133764,0.990974486,0.030008349,0.548062598,0.019570758,0.553009417,0.019767154
binary_use_all_in_xQTL,vertical,1,0,0,0.2,20,TRUE,0.4413,0.3828,0.0278,0.013,0.5648,0.5393,0.5492,0.5231,0.5637,0.5396,0.5647,0.5385,0.5645,0.5382,0.5704,0.5439,0.6524,0.6367,0.0574,0.0432,0.0485,0.0345,0.0546,0.0427,0.0574,0.0432,0.0584,0.0422,0.0737,0.0562,0.1287,0.1103,0.0572,0.0437,0.0555,0.0463,0.0524,0.054,0.054,0.0709,0.1273,0.0302,0.0195,0.3132,0.2097,0.0393,0.0317,0.0365,0.0401,0.04,0.1112,-0.012033419,0.012047893,0.005792213,-0.012130331,0.012090097,0.005665732,0.000752113,0.000429071,-0.000432265,0.000828643,0.000620174,-0.000589331,-0.085288251,-0.027812496,3.23E-05,4.062043674,0.143956384,5.126799429,0.174951308,5.156398449,0.175781795,0.823138727,0.712900148,0.412621142,0.821217173,0.711605657,0.41111347,0.182388499,0.09124756,0.09122439,0.156260913,0.080410328,0.080333925,0.013763559,0.008383295,0.008552874,0.989295277,0.029889342,1.192447433,0.033413618,1.19878913,0.033448367
binary_use_all_in_xQTL,horizontal,2,0,0,0.2,20,TRUE,0.439,0.389,0.0285,0.0122,0.5623,0.5366,0.5469,0.519,0.5635,0.5368,0.5599,0.5341,0.5608,0.5336,0.5725,0.5463,0.6444,0.6301,0.0599,0.0407,0.0494,0.0321,0.06,0.0441,0.0545,0.0403,0.0556,0.0389,0.0987,0.0726,0.1209,0.1017,0.0612,0.0445,0.0565,0.0465,0.0608,0.0511,0.0511,0.096,0.1211,0.0344,0.0237,0.3511,0.2146,0.037,0.0298,0.0427,0.0341,0.0319,0.1085,0.001696259,-0.000395201,-0.000681062,0.001654092,-0.000431351,-0.000692895,0.001417529,-0.003399517,0.001740097,0.001355034,-0.00292672,0.001134533,0.072163451,-0.094751496,-0.094352454,13.02487415,0.349294114,4.148564445,0.14637445,4.137157479,0.146012323,0.270165977,0.393349727,0.269660429,0.269546395,0.393115637,0.269098138,0.090346883,0.182667566,0.184656934,0.08363312,0.153156781,0.155345237,0.012048885,0.013218883,0.013051956,2.520660284,0.043743703,1.09342004,0.032661566,1.099113928,0.03288646
binary_use_all_in_xQTL,vertical,2,0,0,0.2,20,TRUE,0.442,0.3848,0.0297,0.013,0.5659,0.5397,0.5501,0.5238,0.566,0.5406,0.5661,0.5395,0.5667,0.5397,0.5694,0.5421,0.6528,0.6377,0.0604,0.0442,0.0502,0.0358,0.0591,0.0445,0.0599,0.0442,0.0611,0.0434,0.0706,0.0514,0.1372,0.1186,0.0604,0.0442,0.0617,0.0507,0.0603,0.0621,0.0621,0.0719,0.141,0.0477,0.038,0.3522,0.2232,0.048,0.0386,0.0471,0.0482,0.0483,0.1197,-0.012152092,0.012082064,0.005891421,-0.012217362,0.012119819,0.005861453,0.000440546,0.000233148,-0.000234237,0.000449368,0.000284996,-0.000274443,-0.064452543,-0.019578382,1.89E-05,13.20375856,0.352422361,17.48674361,0.418476455,17.61253514,0.420223409,0.820204304,0.712303354,0.409089669,0.819797497,0.712001976,0.408810946,0.090262417,0.045177595,0.045172419,0.084090289,0.042405411,0.042365706,0.012483261,0.007141339,0.007174539,2.532121037,0.043616828,3.259522154,0.045200391,3.281682141,0.045071683
binary_use_all_in_xQTL,horizontal,0.5,0.1,0,0.2,20,TRUE,0.4539,0.3977,0.0301,0.0134,0.56,0.5285,0.5452,0.5117,0.5696,0.5431,0.5014,0.4741,0.4958,0.4705,0.596,0.5689,0.6311,0.6158,0.038,0.022,0.0342,0.0194,0.0495,0.0363,0.0371,0.025,0.0344,0.0238,0.1017,0.0734,0.0583,0.0399,0.0391,0.0249,0.0159,0.014,0.0328,0.0161,0.0161,0.0604,0.0249,3.00E-04,1.00E-04,0.1378,0.0678,0.0018,0.0015,0.0109,0.0021,0.001,0.0134,0.058048331,-0.013416163,0.052356696,0.045624102,-0.009867481,0.040464855,0.094579598,-0.148139869,0.145187067,0.051802419,-0.04097209,0.038935833,0.105627512,-0.087589135,-0.086634974,1.774815296,0.068597864,1.212828929,0.047974308,1.198243,0.047422975,0.353250422,0.433445433,0.356430893,0.33275664,0.427624584,0.332941853,0.375948441,0.621420008,0.635323894,0.244516996,0.304424755,0.303355275,0.013440726,0.014377853,0.014197089,0.532353951,0.0190726,0.388733182,0.014564433,0.387644097,0.01455087
